entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
27445	PCLO	piccolo (presynaptic cytomatrix protein)	7q11.23-q21.3	16078	13406	604918	NP_055325;NP_149015	NM_014510;NM_033026	ENSP00000388393	candidate	0	0	0	Last Universal Common Ancestor	4	0	Cellular processes,Multicellular activities,Signal transduction	72	chr7	82387894	82791908	WES	chronic lymphocytic leukemia,lymphoma
5108	PCM1	pericentriolar material 1	8p22-p21.3	02624	8727	600299	NP_006188	NM_006197	-	known	1	0	0	Eukaryotes	40	0	Cellular processes,Development	99	chr8	17793120	17883166	CGC	leukemia,myeloma,thyroid
115294	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	8q11.23	08313	30483	-	NP_443169	NM_052937	ENSP00000353739	candidate	0	0	0	Last Universal Common Ancestor	4	1	Cellular metabolism,Cellular processes	-1	chr8	52732914	52773711	WGS	lymphoma
5046	PCSK6	proprotein convertase subtilisin/kexin type 6	15q26.3	01329	8569	167405	NP_612198;NP_612197;NP_612195;NP_612192;NP_002561;NP_612196;NP_612193;NP_612194	NM_138325;NM_138324;NM_138322;NM_138319;NM_002570;NM_138323;NM_138320;NM_138321	ENSP00000305056;ENSP00000351193;ENSP00000381243;ENSP00000344410	candidate	0	0	0	Last Universal Common Ancestor	7	0	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	72	chr15	101853355	102029686	WES	pancreas
9159	PCSK7	proprotein convertase subtilisin/kexin type 7	11q23-q24	05339	8748	604872	NP_004707	NM_004716	-	known	1	0	0	Last Universal Common Ancestor	0	0	Cellular metabolism,Cellular processes	50	chr11	117076716	117100560	CGC	lymphoma
22984	PDCD11	programmed cell death 11	10q24.33	18752	13408	612333	NP_055791	NM_014976	ENSP00000358812	candidate	0	0	0	Last Universal Common Ancestor	5	2	DNA/RNA metabolism and transcription,Regulation of transcription	99	chr10	105158184	105205303	WES,WGS	breast,prostate
80380	PDCD1LG2	programmed cell death 1 ligand 2	9p24.2	16147	18731	605723	NP_079515	NM_025239	ENSP00000380855	known	1	0	0	Vertebrates	1	0	-1	2	chr9	5522547	5563211	CGC	lymphoma
10016	PDCD6	programmed cell death 6	5p15.33	03035	8765	601057	NP_037364	NM_013232	ENSP00000423815;ENSP00000264933	candidate	0	0	0	Vertebrates	47	0	Cell cycle,Cell response to stimuli,Development,Regulation of intracellular processes and metabolism	108	chr5	271836	314627	WES	pancreas
5153	PDE1B	phosphodiesterase 1B, calmodulin-dependent	12q13	01388	8775	171891	NP_001159447;NP_000915	NM_001165975;NM_000924	ENSP00000243052	candidate	0	0	0	Eukaryotes	2	0	Cell cycle,Signal transduction	7	chr12	54943657	54971109	WGS	lung
5142	PDE4B	phosphodiesterase 4B, cAMP-specific	1p31	02528	8781	600127	NP_001032416;NP_001032418;NP_002591;NP_001032417	NM_001037339;NM_001037341;NM_002600;NM_001037340	ENSP00000360084;ENSP00000392947;ENSP00000332116	candidate	0	0	0	Eukaryotes	7	0	Signal transduction	88	chr1	66378998	66838358	WGS	liver
9659	PDE4DIP	phosphodiesterase 4D interacting protein	1q12	10482	15580	608117	NP_001185763;NP_071754;NP_001185761;NP_055459;NP_001002810;NP_001182189;NP_001002811;NP_001182190;NP_001002812	NM_001198834;NM_022359;NM_001198832;NM_014644;NM_001002810;NM_001195260;NM_001002811;NM_001195261;NM_001002812	ENSP00000358353;ENSP00000316434;ENSP00000358355;ENSP00000327209;ENSP00000358363;ENSP00000358360;ENSP00000358354	known	1	0	0	Metazoans	42	0	Cellular processes	70	chr1	144852357	144994731	CGC,WGS	myeloma,chronic lymphocytic leukemia
5155	PDGFB	platelet-derived growth factor beta polypeptide	22q12.3-q13.1|22q13.1	01815	8800	190040	NP_002599;NP_148937	NM_002608;NM_033016	ENSP00000330382	known	1	0	0	Vertebrates	15	2	Cell cycle,Cell motility and interactions,Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Immune system response,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	76	chr22	39621731	39639968	CGC	sarcoma
56034	PDGFC	platelet derived growth factor C	4q32	10529	8801	608452	NP_057289	NM_016205;NR_036641	-	candidate	0	0	0	Eukaryotes	29	7	Development	90	chr4	157684245	157892055	WES,WGS	lymphoma,lung
5156	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	4q12	01429	8803	173490	NP_006197	NM_006206	ENSP00000257290	known	1	0	0	Last Universal Common Ancestor	36	2	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	84	chr4	55124936	55161436	CGC,HTMS	gastric,glioblastoma,idiopathic hypereosinophilic syndrome,lung
5159	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	5q33.1	01423	8804	173410	NP_002600	NM_002609	ENSP00000261799	known	1	0	0	Last Universal Common Ancestor	102	1	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	68	chr5	149495329	149515445	CGC	leukemia,myeloma
9601	PDIA4	protein disulfide isomerase family A, member 4	7q35	06501	30167	-	NP_004902	NM_004911	ENSP00000286091	candidate	0	0	0	Last Universal Common Ancestor	25	1	Cellular processes,Regulation of intracellular processes and metabolism	106	chr7	148700889	148725500	HTMS	breast,lung,ovarian,pancreas,prostate
5173	PDYN	prodynorphin	20p13	08838	8820	131340	NP_077722;NP_001177829;NP_001177821;NP_001177827;NP_001177828	NM_024411;NM_001190900;NM_001190892;NM_001190898;NM_001190899	ENSP00000440185;ENSP00000442259;ENSP00000217305	candidate	0	0	0	Vertebrates	2	0	Multicellular activities,Signal transduction	20	chr20	1960972	1963730	WES	lung
23024	PDZRN3	PDZ domain containing ring finger 3	3p13	15115	17704	609729	NP_055824	NM_015009	ENSP00000263666	candidate	0	0	0	Metazoans	0	0	-1	47	chr3	73432519	73673976	WES	pancreas
375033	PEAR1	platelet endothelial aggregation receptor 1	1q23.1	-	33631	610278	NP_001073940	NM_207369;NM_001080471	ENSP00000292357	candidate	0	0	0	Eukaryotes	0	0	-1	-1	chr1	156873719	156884587	WES	pancreas
5178	PEG3	paternally expressed 3	19q13.4	03285	8826	601483	NP_001139659;NP_006201;NP_001139656;NP_001139658;NP_001139657	NM_001146187;NM_006210;NM_001146184;NM_001146186;NM_001146185	ENSP00000403051;ENSP00000326581	candidate	0	0	0	Last Universal Common Ancestor	12	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	87	chr19	57325046	57336023	WES	cholangiocarcinoma
5187	PER1	period homolog 1 (Drosophila)	17p13.1	03774	8845	602260	NP_002607	NM_002616	ENSP00000314420	known	1	0	0	Eukaryotes	18	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	105	chr17	8044389	8054024	CGC	leukemia
5214	PFKP	phosphofructokinase, platelet	10p15.3-p15.2	01384	8878	171840	NP_001229268;NP_002618	NM_001242339;NM_002627	ENSP00000370465;ENSP00000370517	candidate	0	0	0	Last Universal Common Ancestor	35	4	Cellular metabolism	96	chr10	3109788	3178768	WGS	medulloblastoma
27315	PGAP2	post-GPI attachment to proteins 2	11p15.5	17016	17893	-	NP_001243168;NP_055304;NP_001138910;NP_001243164;NP_001243169;NP_001243167;NP_001243165;NP_001243166	NR_027016;NR_045925;NM_001256239;NM_014489;NM_001145438;NM_001256235;NM_001256240;NR_045927;NM_001256238;NR_045929;NM_001256236;NR_027014;NR_027017;NR_027018;NR_045926;NM_001256237;NR_027015;NR_045923	ENSP00000300730;ENSP00000431851;ENSP00000278243	candidate	0	0	0	Eukaryotes	0	0	Cellular metabolism,Cellular processes	74	chr11	3819074	3846685	WES	lymphoma
1912	PHC2	polyhomeotic homolog 2 (Drosophila)	1p34.3	10340	3183	602979	NP_004418;NP_932157	NM_004427;NM_198040	ENSP00000362517;ENSP00000257118	candidate	0	0	0	Eukaryotes	58	9	-1	107	chr1	33790469	33841140	WES	chronic lymphocytic leukemia
23469	PHF3	PHD finger protein 3	6q12	08477	8921	607789	NP_055968	NM_015153	ENSP00000377048	candidate	0	0	0	Eukaryotes	4	4	Cellular metabolism,DNA/RNA metabolism and transcription	92	chr6	64356457	64423601	WES	pancreas
84295	PHF6	PHD finger protein 6	Xq26.3	02330	18145	300414	NP_001015877;NP_115711;NP_115834	NM_001015877;NM_032335;NM_032458	ENSP00000359839;ENSP00000359836;ENSP00000329097	known	0	1	0	Eukaryotes	8	6	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chrX	133511648	133559357	CGC	leukemia
55023	PHIP	pleckstrin homology domain interacting protein	6q14	10152	15673	612870	NP_060404	NM_017934	-	candidate	0	0	0	Last Universal Common Ancestor	37	3	Signal transduction	67	chr6	79650413	79787785	WES	glioblastoma
8929	PHOX2B	paired-like homeobox 2b	4p12	09157	9143	603851	NP_003915	NM_003924	ENSP00000226382	known	0	1	0	Eukaryotes	1	0	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	39	chr4	41747827	41750627	CGC	neuroblastoma
5297	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	22q11.21	08972	8983	600286	NP_002641;NP_477352	NM_002650;NM_058004	ENSP00000402981;ENSP00000255882	candidate	0	0	0	Eukaryotes	17	0	Cellular metabolism,Cellular processes,Multicellular activities,Signal transduction	102	chr22	21062338	21213013	HTMS	sarcoma
8301	PICALM	phosphatidylinositol binding clathrin assembly protein	11q14	04320	15514	603025	NP_009097;NP_001193875;NP_001008660;NP_001193876	NM_007166;NM_001206946;NM_001008660;NM_001206947	ENSP00000436958;ENSP00000433846	known	1	0	0	Eukaryotes	3	8	Cellular processes	105	chr11	85685751	85779822	CGC	leukemia
55022	PID1	phosphotyrosine interaction domain containing 1	2q36.3	07944	26084	612930	NP_060403;NP_001094288	NM_017933;NM_001100818	ENSP00000375908;ENSP00000375907	candidate	0	0	0	Metazoans	2	0	-1	85	chr2	229890351	230020680	WGS	breast
118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1	10q24.1	06401	30034	607942	NP_689522	NM_152309	ENSP00000339826	candidate	0	0	0	Metazoans	8	0	-1	-1	chr10	98355337	98469741	WES	head and neck squamous cell carcinoma
5288	PIK3C2G	phosphoinositide-3-kinase, class 2, gamma polypeptide	12p12	16416	8973	609001	NP_004561	NM_004570	ENSP00000404845	candidate	0	0	0	Eukaryotes	1	0	Cellular metabolism,Cellular processes,Signal transduction	31	chr12	18435016	18800959	HTMS	breast,lung,ovarian,pancreas,prostate
5290	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	3q26.3	01382	8975	171834	NP_006209	NM_006218	-	known	1	0	0	Eukaryotes	65	2	Cellular metabolism,Cellular processes,Signal transduction	36	chr3	178916614	178952149	CGC,HTMS,WES,WGS,Amplified	breast,colorectal,gastric,glioblastoma,lung,ovarian,pancreas,prostate,sarcoma,colorectal (non-hypermutated),endometrium,head and neck squamous cell carcinoma,oligodendroglioma,medulloblastoma
5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide	7q22.3	03135	8978	601232	NP_002640	NM_002649	ENSP00000352121	candidate	0	0	0	Eukaryotes	37	2	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	2	chr7	106508007	106545829	HTMS	breast,lung,ovarian,pancreas,prostate
5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	5q13.1	01381	8979	171833	NP_001229395;NP_852556;NP_852664;NP_852665	NM_001242466;NM_181504;NM_181523;NM_181524	ENSP00000428056	known	0	1	0	Metazoans	310	6	Cellular metabolism,Cellular processes,Signal transduction	99	chr5	67522504	67593426	CGC,HTMS,WES	colorectal,glioblastoma,ovarian,breast,lung,pancreas,prostate,oligodendroglioma
5296	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	19q13.2-q13.4	04404	8980	603157	NP_005018	NM_005027	ENSP00000222254	candidate	0	0	0	Metazoans	115	3	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	90	chr19	18266690	18280101	WGS	chronic lymphocytic leukemia
5292	PIM1	pim-1 oncogene	6p21.2	01292	8986	164960	NP_002639;NP_001230115	NM_002648;NM_001243186	ENSP00000362608	known	1	0	0	Last Universal Common Ancestor	36	9	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism	102	chr6	37138082	37141864	CGC,WES	non-hodgkin lymphoma,lymphoma
10343	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)	22q13.31	05239	9015	604670	NP_006062	NM_006071	ENSP00000253255	candidate	0	0	0	Eukaryotes	7	0	Cellular processes,Development,Signal transduction	2	chr22	46652461	46659219	WGS	breast
5314	PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	6p12.2	05987	9016	606702	NP_619639;NP_733842	NM_138694;NM_170724	ENSP00000360158;ENSP00000341097	candidate	0	0	0	Last Universal Common Ancestor	1	0	Cell motility and interactions,Regulation of intracellular processes and metabolism	-1	chr6	51483882	51949731	HTMS,WES	breast,lung,ovarian,pancreas,prostate,gastric,glioblastoma
93035	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	8q23	09703	20313	607843	NP_803875	NM_177531	ENSP00000367655	candidate	0	0	0	Last Universal Common Ancestor	0	1	-1	-1	chr8	110374810	110539248	WES	head and neck squamous cell carcinoma
5585	PKN1	protein kinase N1	19p13.12	03019	9405	601032	NP_998725;NP_002732	NM_213560;NM_002741	ENSP00000242783;ENSP00000343325	candidate	0	0	0	Last Universal Common Ancestor	10	1	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	36	chr19	14551103	14582593	WGS	melanoma
5316	PKNOX1	PBX/knotted 1 homeobox 1	21q22.3	03653	9022	602100	NP_004562	NM_004571	ENSP00000291547	candidate	0	0	0	Eukaryotes	14	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	40	chr21	44424492	44450208	WES	colorectal
8502	PKP4	plakophilin 4	2q24.1	05043	9026	604276	NP_001005476;NP_003619	NM_001005476;NM_003628	ENSP00000374409	candidate	0	0	0	Eukaryotes	22	2	-1	86	chr2	159389697	159537186	WES	head and neck squamous cell carcinoma
8399	PLA2G10	phospholipase A2, group X	16p13.1-p12	04674	9029	603603	NP_003552	NM_003561	ENSP00000393847	known	0	0	0	Metazoans	3	1	Cellular metabolism	39	chr16	14766467	14784503	CGC,Amplified	
255189	PLA2G4F	phospholipase A2, group IVF	15q15.1	17326	27396	-	NP_998765	NM_213600;NR_033151	ENSP00000371833	candidate	0	0	0	Eukaryotes	1	0	Cellular metabolism	-1	chr15	42434185	42448747	WGS	lymphoma
5324	PLAG1	pleiomorphic adenoma gene 1	8q12	04321	9045	603026	NP_001108107;NP_001108106;NP_002646	NM_001114635;NM_001114634;NM_002655	ENSP00000325546	known	1	0	0	Last Universal Common Ancestor	2	23	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	19	chr8	57078805	57080828	CGC	salivary
151056	PLB1	phospholipase B1	2p23.2	15141	30041	610179	NP_001164056;NP_694566	NM_001170585;NM_153021	ENSP00000416440;ENSP00000330442	candidate	0	0	0	Eukaryotes	1	0	Cellular metabolism	-1	chr2	28718982	28865924	WES	colorectal
5332	PLCB4	phospholipase C, beta 4	20p12	02885	9059	600810	NP_001166117;NP_877949;NP_000924	NM_001172646;NM_182797;NM_000933	ENSP00000367762;ENSP00000367734;ENSP00000278655	candidate	0	0	0	Eukaryotes	2	4	Cellular metabolism,Signal transduction	45	chr20	9288462	9459653	WES,WGS	melanoma
5336	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	16q24.1	02570	9066	600220	NP_002652	NM_002661	ENSP00000352336	candidate	0	0	0	Eukaryotes	8	1	Cellular metabolism,Signal transduction	99	chr16	81819595	81991600	WES	colorectal
9651	PLCH2	phospholipase C, eta 2	1p36.32	-	29037	612836	NP_055453	NM_014638	ENSP00000367747	candidate	0	0	0	Eukaryotes	1	1	Cellular metabolism,Signal transduction	25	chr1	2408028	2436649	WGS	melanoma
5338	PLD2	phospholipase D2	17p13.1	03857	9068	602384	NP_002654;NP_001230037	NM_002663;NM_001243108	ENSP00000459571;ENSP00000263088	candidate	0	0	0	Last Universal Common Ancestor	38	0	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	58	chr17	4711068	4726156	WES	breast
5339	PLEC	plectin	8q24	03180	9069	601282	NP_958782;NP_958786;NP_000436;NP_958784;NP_958785;NP_958780;NP_958783;NP_958781	NM_201380;NM_201384;NM_000445;NM_201382;NM_201383;NM_201378;NM_201381;NM_201379	ENSP00000388180;ENSP00000348702;ENSP00000347044;ENSP00000323856;ENSP00000381756;ENSP00000346602;ENSP00000350277;ENSP00000344848	candidate	0	0	0	Eukaryotes	53	8	-1	70	chr8	144990348	145024874	WGS	lymphoma
84725	PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	7p21-p11.2	10555	30037	608639	NP_116028;NP_001183955;NP_001183956	NM_032639;NM_001197026;NM_001197027	ENSP00000258679	candidate	0	0	1	Eukaryotes	4	2	Cellular processes	0	chr7	30068379	30118400	WES	breast
153478	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B	5p15.33	13900	29399	-	NP_443141	NM_052909	-	candidate	0	0	0	Metazoans	1	0	Signal transduction	-1	chr5	140423	182435	WGS	lymphoma
57449	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	1p36.31	11104	29105	611101	NP_001036129;NP_001036128;NP_001036130;NP_941374;NP_065682	NM_001042664;NM_001042663;NM_001042665;NM_198681;NM_020631	ENSP00000344570;ENSP00000383704;ENSP00000366977	candidate	0	0	0	Metazoans	21	0	Regulation of intracellular processes and metabolism,Signal transduction	-1	chr1	6527878	6579571	WGS	liver
57088	PLSCR4	phospholipid scramblase 4	3q24	07401	16497	607612	NP_001121778;NP_065086;NP_001170775;NP_001121776;NP_001121777	NR_033438;NM_001128306;NR_033439;NM_020353;NM_001177304;NM_001128304;NM_001128305	ENSP00000372561;ENSP00000415605;ENSP00000347038	candidate	0	0	0	Eukaryotes	16	8	Cellular processes,Multicellular activities	87	chr3	145912201	145938713	WES	lung
5371	PML	promyelocytic leukemia	15q22	00023	9113	102578	NP_150250;NP_002666;NP_150253;NP_150252;NP_150243;NP_150247;NP_150249;NP_150242;NP_150241	NM_033247;NM_002675;NM_033250;NM_033249;NM_033240;NM_033244;NM_033246;NM_033239;NM_033238	ENSP00000378567;ENSP00000268058;ENSP00000268059;ENSP00000395576;ENSP00000394642;ENSP00000353004;ENSP00000378564;ENSP00000457023;ENSP00000315434	known	1	0	0	Eukaryotes	38	1	Cell cycle,Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	91	chr15	74287154	74337346	CGC	leukemia
5378	PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)	2q31-q33|2q31.1	02597	9121	600258	NP_001121615;NP_001121616;NP_000525	NM_001128143;NM_001128144;NM_000534	ENSP00000406490;ENSP00000387125;ENSP00000401064	known	0	1	0	Last Universal Common Ancestor	49	2	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	94	chr2	190656536	190742159	CGC,WES	lymphoma
5395	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	7p22.2	02598	9122	600259	NP_000526	NR_003085;NM_000535	ENSP00000265849	known	0	1	0	Last Universal Common Ancestor	45	0	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism	8	chr7	6013033	6045667	CGC	
